idsubproduto,nome_produto,descrsecao,descrgrupo,descrsubgrupo,descricao_produto,especificacao_tecnica,pagina_web,manual,fotos
589,GANCHO ZINCADO 8 MM *,ACESSORIO/MIUDEZA,MATERIAL DE FIXACAO,ESCAPULA/PITAO/GANCHO,"O Gancho Zincado 8 mm é um acessório de fixação resistente, ideal para suportar cargas em ambientes internos e externos.","Diâmetro: 8 mm, Material: Aço zincado",https://www.fg.com.br/gancho-com-rosca-zincado-g8-para-bucha-8mm---vonder/p,Não encontrado,https://down-br.img.susercontent.com/file/br-11134207-7r98o-lwg8zztou2z6d7 | https://http2.mlstatic.com/D_NQ_NP_667647-MLB74698959688_022024-O.webp | https://http2.mlstatic.com/D_NQ_NP_935126-MLB83835245460_042025-O-parafuso-gancho-pito-aco-zincado-bucha-nylon-8mm-50-pecas.webp
240,PITAO ZINCADO 10'' *,ACESSORIO/MIUDEZA,MATERIAL DE FIXACAO,ESCAPULA/PITAO/GANCHO,Pitão zincado de 10 polegadas. Utilizado em aplicações que exigem resistência à corrosão.,"Comprimento: 10 polegadas, Material: Aço zincado",https://www.sguarioeletronicos.com.br/ferramentas/fixacao/pitao-gancho-sbucha-n-10-atopy,Não encontrado,https://down-br.img.susercontent.com/file/br-11134207-81z1k-miab9c8ub9qb25 | https://cdn.leroymerlin.com.br/products/pitao_zincado_10_mm_04_pecas_prando_1571501806_3fbe_300x300.jpg | https://http2.mlstatic.com/D_NQ_NP_722807-MLB51390245187_092022-O.webp
3147,PITAO ZINCADO 6'' *,ACESSORIO/MIUDEZA,MATERIAL DE FIXACAO,ESCAPULA/PITAO/GANCHO,Pitão zincado de 6 polegadas. Utilizado em aplicações de construção e reparo.,"Comprimento: 6 polegadas, Material: Aço zincado",https://loja.ciser.com.br/p/elementos-de-fixacao/pitoes/pitao-453,Não encontrado,https://down-br.img.susercontent.com/file/br-11134207-81z1k-miab9c8ub9qb25 | https://down-br.img.susercontent.com/file/sg-11134201-7rasi-ma1p9rb7rm1l8c | https://down-br.img.susercontent.com/file/sg-11134201-7rff1-m9vkfdg16g7l50
239,"PITAO ZINCADO 8"" *",ACESSORIO/MIUDEZA,MATERIAL DE FIXACAO,ESCAPULA/PITAO/GANCHO,"Pitão zincado de 8 polegadas, utilizado em aplicações de construção e reparo.","Comprimento: 8 polegadas, Material: Aço zincado",https://loja.ciser.com.br/p/elementos-de-fixacao/pitoes/pitao-para-bucha-8-5-5-x-70-zincado-branco-45345101,Não encontrado,https://http2.mlstatic.com/D_NQ_NP_670027-MLB41342825751_042020-O.webp | https://http2.mlstatic.com/D_NQ_NP_667647-MLB74698959688_022024-O.webp
613,GRAMPO TIPO U 4 X 3/8*,ACESSORIO/MIUDEZA,MATERIAL DE FIXACAO,GRAMPO TIPO U,Grampos tipo U de 4 polegadas de comprimento e 3/8 de polegada de largura.,"Comprimento: 4 polegadas, Largura: 3/8 de polegada",http://valaco.com.br/produtos/aces_grampou.html,https://blinda.com.br/pdf/153.pdf,https://catalogo.fixagold.com.br/wp-content/uploads/2025/03/35.png | https://http2.mlstatic.com/D_NQ_NP_615706-MLB92506119830_092025-O.webp | https://abracadeiras.crsfixacao.com.br/imagens/loja-de-grampo-tipo-u-para-tubo.jpg
10094,ARRUELA LISA 5/16,ACESSORIO/MIUDEZA,MATERIAL DE FIXACAO,HASTE,"Arruela lisa de 5/16 polegada, utilizada para fixação e nivelamento em aplicações mecânicas.",Diâmetro: 5/16 polegada,Não encontrado,Não encontrado,https://cdn.leroymerlin.com.br/products/arruela_lisa_5_16_ct_1571488061_0507_300x300.png | https://construmarques.fbitsstatic.net/img/p/arruela-lisa-5-16-8155-78812/265682.jpg?w=1000&h=1000&v=no-change&qs=ignore | https://www.universalparafusos.com.br/wp-content/uploads/2025/08/lisa-1_8-01.jpg
10100,CALÇO 2 FUROS PARA HASTE,ACESSORIO/MIUDEZA,MATERIAL DE FIXACAO,HASTE,"Calço de 2 furos para haste, utilizado em montagens de estruturas metálicas.","Disponível em diferentes tamanhos e materiais, como zamac e aço zincado. Pode ser utilizado em vidros de 8 e 10 mm, ou em fixações de módulos solares e móveis.",https://www.aciolefix.com.br/calco-plastico-trapezio-medio-tr40-2-furos-para-fixacao-de-telha,Não encontrado,https://cdn.awsli.com.br/800x800/2544/2544314/produto/229290026/cal-o-ondulado-grande---aciolefix--1--4w4evquikf.png | https://marceneiro.com.br/cdn/shop/files/haste-dupla-fa-fb-19mm-aco-zincado-01-unidade-fixadores-835.webp?v=1753322188&width=1946 | https://cdn.awsli.com.br/800x800/2544/2544314/produto/229290879/cal-o-trap-zio-pequeno-tr25---aciolefix--1--st8oyzblvw.png
10164,GOIVA ALUMINIO PARA HASTE,ACESSORIO/MIUDEZA,MATERIAL DE FIXACAO,HASTE,"GOIVA ALUMINIO PARA HASTE, um componente de alumínio utilizado para fixação ou suporte em hastes.",Reforços nervurados para alta segurança de instalação; Altíssima estanqueidade; Material: Alumínio; Acabamento: Natural ou colorido (RAL); Compatível com parafusos de 16 mm e 19 mm de diâmetro.,https://www.ejot.com.br/medias/sys_master/PDS_BR-CONSTRUCTION/pds-BR/h70/hc1/9347952934942/Arruela-GOIVA-trapezoidal-EJOT.pdf,https://www.ejot.com.br/medias/sys_master/PDS_BR-CONSTRUCTION/pds-BR/hab/h9e/9374770987038/Datasheet-Goiva-ORKAN-trapezoidal.pdf,https://images.tcdn.com.br/img/img_prod/1116836/15_suporte_aluminio_haste_industrial_big_haste_25x25_2507_2_5999d62fc3da6e85981bca40fb1e392d.jpg | https://images.tcdn.com.br/img/img_prod/1116836/15_suporte_aluminio_haste_industrial_big_haste_25x25_2507_1_5a31631a8c0a6403130ff50071df8832.jpg
10096,GOIVA GALVANIZADA PARA HASTE,ACESSORIO/MIUDEZA,MATERIAL DE FIXACAO,HASTE,"Goiva galvanizada para haste, um equipamento utilizado em aplicações que exigem resistência à corrosão e durabilidade.",Material: Aço galvanizado; Tipo: Goiva; Aplicação: Para haste.,https://www.tfasteners.com/pt/haste-roscada-galvanizada/,https://www.ejot.com.br/medias/sys_master/PDS_BR-CONSTRUCTION/pds-BR/hab/h9e/9374770987038/Datasheet-Goiva-ORKAN-trapezoidal.pdf,https://http2.mlstatic.com/D_NQ_NP_937299-MLB46472530927_062021-O.jpg | https://paraferro.com.br/loja/wp-content/uploads/2019/08/image243.jpg | https://lojabigolin.vteximg.com.br/arquivos/ids/167070-500-500/haste-.jpg?v=638215712830600000
601,HASTE DE ALUMINIO 15CM *,ACESSORIO/MIUDEZA,MATERIAL DE FIXACAO,HASTE,Haste de alumínio com 15cm de comprimento.,"Comprimento: 15cm, Material: Alumínio",https://www.chalcoaluminum.com/pt/knowledge/aluminum-threaded-rod-2504-zmy/,https://fabricarrparafusos.com.br/catalogos/haste-aluminio.pdf,
602,HASTE DE ALUMINIO 20CM *,ACESSORIO/MIUDEZA,MATERIAL DE FIXACAO,HASTE,Haste de alumínio com 20cm de comprimento.,Comprimento: 20cm; Material: Alumínio,https://www.ldmferragens.com.br/produtos/haste-de-aluminio-para-maximar-v-v-de-20cm/,https://fabricarrparafusos.com.br/catalogos/haste-aluminio.pdf,https://www.benlux.com.br/wp-content/uploads/2023/04/11140-haste-de-aluminio-reta-20cm-rosca-de-15mm-branca.jpg | https://www.centrohaste.com.br/wp-content/uploads/2020/05/post-06-haste-de-aluminio.png | https://www.benlux.com.br/wp-content/uploads/2023/04/11141-haste-de-aluminio-reta-20cm-rosca-de-15mm-preta.jpg
603,HASTE DE ALUMINIO 25CM *,ACESSORIO/MIUDEZA,MATERIAL DE FIXACAO,HASTE,Haste de alumínio com 25cm de comprimento.,"Comprimento: 25cm, Material: Alumínio",https://distribuidoraguarapuava.com.br/haste-industrial-bob-25x25-1mt-completa-jea,https://fabricarrparafusos.com.br/catalogos/haste-aluminio.pdf,https://distribuidoraguarapuava.com.br/media/catalog/product/cache/1/image/800x/f31b0cfd465b5145025020710a9577fb/p/p/ppa43200001003824_19.jpg | https://distribuidoraguarapuava.com.br/media/catalog/product/cache/1/image/800x/f31b0cfd465b5145025020710a9577fb/p/p/ppa55690001006976_21.jpg | https://images.tcdn.com.br/img/img_prod/1116836/15_suporte_aluminio_haste_industrial_big_haste_25x25_2507_3_c22d74643ac8eaa1592c0868a2ead068.jpg
5866,HASTE DE ALUMINIO 30CM *,ACESSORIO/MIUDEZA,MATERIAL DE FIXACAO,HASTE,Haste de alumínio com 30cm de comprimento.,"Comprimento: 30cm, Material: Alumínio",https://www.macenadistribuidora.com.br/haste-de-aluminio-ptelha-30cm-8186-1,https://www.incoclube.com.br/wp-content/uploads/2022/08/IT-4.3-0331-Procedimento-Instalacao.pdf,https://www.primatela.com.br/image/cache/catalog/produtos-integracao/HP30R-omie___haste_30cm_principal__conv-1000x1000.jpg | https://http2.mlstatic.com/D_NQ_NP_819620-MLU73179547135_112023-O.webp | https://armazemjenipapo.agilecdn.com.br/2255_1.jpg
604,HASTE DE FERRO ZINCADO 15CM *,ACESSORIO/MIUDEZA,MATERIAL DE FIXACAO,HASTE,Haste de ferro zincada com 15cm de comprimento.,Material: Ferro zincado. Comprimento: 15cm.,https://www.madeiramadeira.com.br/haste-para-telha-ferro-zincado-1-4-x-15cm-100-pecas-1617242.html,https://www.incoclube.com.br/wp-content/uploads/2022/08/IT-4.3-0331-Procedimento-Instalacao.pdf,https://http2.mlstatic.com/D_NQ_NP_855120-MLB31198679758_062019-O.webp | https://www.osti.com.br/wp-content/uploads/2019/10/Haste-roscada-zincada.jpg | https://http2.mlstatic.com/D_NQ_NP_878715-MLB74595050044_022024-O.webp
605,HASTE DE FERRO ZINCADO 20CM *,ACESSORIO/MIUDEZA,MATERIAL DE FIXACAO,HASTE,Haste de ferro zincada com 20cm de comprimento.,"Comprimento: 20cm, Material: Ferro zincado",https://www.obramax.com.br/haste-zincada-fixacao-lateral-89152434/p,https://www.incoclube.com.br/wp-content/uploads/2022/08/IT-4.3-0331-Procedimento-Instalacao.pdf,https://http2.mlstatic.com/D_NQ_NP_685730-MLB31198681120_062019-O.webp | https://dantas.agilecdn.com.br/41908.jpg | https://jcprimerepresentacoes.com.br/wp-content/uploads/2021/06/haste-rosca-dupla-zincado-branco.jpg
606,HASTE DE FERRO ZINCADO 25CM *,ACESSORIO/MIUDEZA,MATERIAL DE FIXACAO,HASTE,Haste de ferro zincado com 25cm de comprimento.,"Comprimento: 25cm, Material: Ferro zincado",https://produto.mercadolivre.com.br/MLB-926035857-haste-para-telha-ferro-zincado-14-x-25cm-100-pecas-_JM,https://www.incoclube.com.br/wp-content/uploads/2022/08/IT-4.3-0331-Procedimento-Instalacao.pdf,https://dantas.agilecdn.com.br/41910.jpg?v=81-2635979401 | https://product-hub-prd.madeiramadeira.com.br/874037009/images/dada48e8-f734-4f73-8cba-30ab074513da10339020220428111942.jpg | https://marceneiro.com.br/cdn/shop/files/haste-dupla-fa-fb-19mm-aco-zincado-01-unidade-fixadores-835.webp?v=1753322188&width=1946
607,HASTE DE FERRO ZINCADO 30CM *,ACESSORIO/MIUDEZA,MATERIAL DE FIXACAO,HASTE,Haste de ferro zincada com 30cm de comprimento.,"Comprimento: 30cm, Material: Ferro zincado",https://www.bazarcasabella.com.br/telhas-e-calhas/acessorios-para-telhas/haste-para-telha-14-x-30cm,https://www.incoclube.com.br/wp-content/uploads/2022/08/IT-4.3-0331-Procedimento-Instalacao.pdf,https://dantas.agilecdn.com.br/41910.jpg?v=81-2635979401 | https://http2.mlstatic.com/D_NQ_NP_864712-MLB31198680773_062019-O.webp | https://http2.mlstatic.com/D_NQ_NP_937299-MLB46472530927_062021-O.jpg
608,HASTE DE FERRO ZINCADO 50CM *,ACESSORIO/MIUDEZA,MATERIAL DE FIXACAO,HASTE,Haste de ferro zincada com 50 cm de comprimento.,"Comprimento: 50 cm, Material: Ferro zincado",https://www.indufix.com.br/haste-roscada-comprimento-da-rosca-50-mm-aco-carbono-zincado-branco/,https://www.incoclube.com.br/wp-content/uploads/2022/08/IT-4.3-0331-Procedimento-Instalacao.pdf,https://www.primatela.com.br/image/cache/catalog/produtos-integracao/HP50R-omie___haste_50cm_detalhes__conv-1000x1000.jpg | https://www.primatela.com.br/image/cache/catalog/produtos-integracao/HP50R-omie___haste_50cm_principal__conv-1000x1000.jpg
10166,PORCA ALUMINIO 1/4 PARA HASTE,ACESSORIO/MIUDEZA,MATERIAL DE FIXACAO,HASTE,"Porca de alumínio de 1/4 para haste, utilizada em montagens e fixações de equipamentos.","Diâmetro: 1/4 polegada, Material: Alumínio",https://www.aciolefix.com.br/haste-reta-para-telha-porca-14-x-350mm-aluminio,http://www.aciole.com.br/index.php?src=produto&id=128,https://www.riopretoar.com.br/media/catalog/product/cache/1/image/9df78eab33525d08d6e5fb8d27136e95/r/b/rbccd_6470_98b4ed8a841be58d78329dd6dfbc5880.jpeg | https://cdn.awsli.com.br/2500x2500/2544/2544314/produto/244680781/haste---porca---veda-o---aciolefix--7--scyr2dsn9f.png | https://cdn.awsli.com.br/2500x2500/2544/2544314/produto/237487341/haste---porca---veda-o---aciolefix--4--8q923y3kra.png
10098,PORCA GALVANIZADA  1/4 PARA HASTE,ACESSORIO/MIUDEZA,MATERIAL DE FIXACAO,HASTE,"Porca galvanizada de 1/4 polegada para haste, utilizada em aplicações que exigem resistência à corrosão.","Diâmetro: 1/4 polegada, Material: Aço galvanizado",https://www.ferramentaskennedy.com.br/porca-borboleta-1-4-galvanizada-unc-500-pecas-worker-901784/p,https://pt.scribd.com/document/524144747/Catalogo-BGL-Porca-Fixacao,https://cdn.awsli.com.br/2500x2500/2544/2544314/produto/244680781/haste---porca---veda-o---aciolefix--2--wqyhjkrqf6.png | https://cdn.awsli.com.br/2500x2500/2544/2544314/produto/244680781/haste---porca---veda-o---aciolefix--1--jprhwu7pxd.png
3391,PARAFUSO AUTO BROCANTE 12 X 1.1/2 CABECA 5/16 *,ACESSORIO/MIUDEZA,MATERIAL DE FIXACAO,P. AUTO BROCANTE,"Parafuso auto brocante de 12 mm de comprimento e 1,5 mm de diâmetro, com cabeça de 5/16 polegadas.","Comprimento: 12 mm, Diâmetro: 1,5 mm, Cabeça: 5/16 polegadas",https://produto.mercadolivre.com.br/MLB-3885862809-parafuso-auto-brocante-12-x-112-cab-516-titanium-_JM,Não encontrado,https://martfer.com.br/wp-content/uploads/2022/12/parafuso_auto_brocante_duraseal_cabeca_5_16_rec_12_x_1_1_2_40mm_madeira_caixa_1500_pcs_18183_1_c1d34a883184f283f5f682ffd7c2ade3.jpg | https://http2.mlstatic.com/D_NQ_NP_772300-MLB84598333929_052025-O.webp | https://down-br.img.susercontent.com/file/25a41748435d2c39dc9903fa41788bc7
4855,"PARAFUSO AUTO BROCANTE 12 X 2"" CABECA 5/16 *",ACESSORIO/MIUDEZA,MATERIAL DE FIXACAO,P. AUTO BROCANTE,"Parafuso auto brocante de 12mm de diâmetro e 2 polegadas de comprimento, com cabeça de 5/16 polegadas.","Diâmetro: 12mm, Comprimento: 2"", Cabeça: 5/16""",https://www.fastepis.com.br/mro/parafusos/parafuso-auto-brocante-12-x-2-cab-516-cx-c300-un-titanium,Não encontrado,https://http2.mlstatic.com/D_NQ_NP_829915-MLB82793743320_032025-O.webp | https://http2.mlstatic.com/D_NQ_NP_875154-MLB31686269434_082019-O.webp | https://carrefourbr.vtexassets.com/arquivos/ids/156256139/7025c072e6934e43a20ccf40ac5d6ea5.jpg?v=638534250235530000
4480,PARAFUSO AUTO BROCANTE 12 X 2.1/2 CABECA 5/16 *,ACESSORIO/MIUDEZA,MATERIAL DE FIXACAO,P. AUTO BROCANTE,"Parafuso auto brocante de 12mm de comprimento e 2.1/2mm de diâmetro, com cabeça de 5/16 polegadas.","Comprimento: 12mm, Diâmetro: 2.1/2mm, Cabeça: 5/16 polegadas",https://mavampar.com.br/produto/parafuso-auto-brocante-12x2-1-2-arruela-solta-ch-5-16-pacote-com-100-unidades/,Não encontrado,https://http2.mlstatic.com/D_NQ_NP_921498-MLB69856551951_062023-O.webp | https://http2.mlstatic.com/D_NQ_NP_829915-MLB82793743320_032025-O.webp
2465,PARAFUSO AUTO BROCANTE 12 X 3 1/2 CABECA 5/16 *,ACESSORIO/MIUDEZA,MATERIAL DE FIXACAO,P. AUTO BROCANTE,"Parafuso auto brocante de 12mm de diâmetro e 3 1/2 polegadas de comprimento, com cabeça de 5/16 polegadas.","Diâmetro: 12mm, Comprimento: 3 1/2 polegadas, Cabeça: 5/16 polegadas",https://www.mercadolivre.com.br/parafuso-sextavado-auto-brocante-12-x-3-12--100-unidades/up/MLBU726561029,Não encontrado,https://http2.mlstatic.com/D_NQ_NP_822266-MLU73722321295_122023-O.webp | https://images.tcdn.com.br/img/img_prod/694151/180_parafuso_auto_brocante_sextavado_12_x_4_22831_1_5b34d14461372087b91954c879f5d4a3.jpg | https://down-br.img.susercontent.com/file/br-11134207-7r98o-lu3hcu03ftk008
6190,PARAFUSO AUTO BROCANTE 12 X 3 CABECA 5 /16,ACESSORIO/MIUDEZA,MATERIAL DE FIXACAO,P. AUTO BROCANTE,Parafuso auto brocante de 12mm de comprimento e cabeça de 5/16 polegada.,"Comprimento: 12mm, Cabeça: 5/16 polegada",https://www.ouroaco.com.br/acessorios-para-serralheria/parafuso-auto-brocante-12-x-3-4-ch-5-16-p,Não encontrado,https://images.tcdn.com.br/img/img_prod/841507/parafuso_auto_brocante_cabeca_5_16_bullfor_12_x_3_4_8820_1_20200924154509.jpg | https://down-br.img.susercontent.com/file/br-11134207-7r98o-lu3hcu03ftk008 | https://http2.mlstatic.com/D_NQ_NP_904376-MLB90371929095_082025-O-parafuso-bw-auto-brocante-12x34-c516-c500-un.webp
3633,PARAFUSO AUTO BROCANTE 12 X 3/4 CABECA 5/16 *,ACESSORIO/MIUDEZA,MATERIAL DE FIXACAO,P. AUTO BROCANTE,"Parafuso auto brocante de 12mm de comprimento e 3/4 de polegada de rosca, com cabeça de 5/16 de polegada.","Comprimento: 12mm, Diâmetro da rosca: 3/4 polegada, Diâmetro da cabeça: 5/16 polegada",https://www.ouroaco.com.br/acessorios-para-serralheria/parafuso-auto-brocante-12-x-3-4-ch-5-16-p,Não encontrado,https://images.tcdn.com.br/img/img_prod/841507/parafuso_auto_brocante_cabeca_5_16_bullfor_12_x_3_4_8820_1_20200924154509.jpg | https://66882.cdn.simplo7.net/static/66882/sku/acessorios-para-serralheria-parafuso-auto-brocante-12-x-3-4-ch-5-16-p-1688852014840.png | https://http2.mlstatic.com/D_NQ_NP_904376-MLB90371929095_082025-O-parafuso-bw-auto-brocante-12x34-c516-c500-un.webp
2361,PARAFUSO AUTO BROCANTE 14 X 1 CABECA 3/8 *,ACESSORIO/MIUDEZA,MATERIAL DE FIXACAO,P. AUTO BROCANTE,"Parafuso auto brocante de 14mm de comprimento e 1mm de diâmetro, com cabeça de 3/8 polegada.","Comprimento: 14mm, Diâmetro: 1mm, Cabeça: 3/8 polegada",https://produto.mercadolivre.com.br/MLB-925722255-parafuso-auto-brocante-ptelha-14-x-1-cabeca-38-100-pecas-_JM,Não encontrado,https://cdn.awsli.com.br/2500x2500/2544/2544314/produto/280413692/parafuso-sx-auto-brocante-zincado---aciolefix--1--kh74nec6mt.png | https://cdn.awsli.com.br/2500x2500/2544/2544314/produto/280417744/parafuso-sx-auto-brocante-costura-zincado---aciolefix--1--t83nkqwjr1.png
50006483,PARAFUSO AUTO BROCANTE 14 X 3/4 CABECA 3/8 *,ACESSORIO/MIUDEZA,MATERIAL DE FIXACAO,P. AUTO BROCANTE,"Parafuso auto brocante de 14 mm de comprimento e 3/4 de polegada de rosca, com cabeça de 3/8 de polegada.","Comprimento: 14 mm, Diâmetro da rosca: 3/4 polegada, Diâmetro da cabeça: 3/8 polegada",https://www.amegaloja.com.br/fixacao/parafusos/parafuso-auto-brocante/parafuso-auto-brocante-mrt-14x34-cabeca-sextavada-38-arruela-16mm-200-pecas,Não encontrado,https://cdn.awsli.com.br/2500x2500/2544/2544314/produto/280413692/parafuso-sx-auto-brocante-zincado---aciolefix--1--kh74nec6mt.png | https://cdn.awsli.com.br/2500x2500/2544/2544314/produto/280413692/parafuso-sextavado-auto-brocante-14x14x3-4-zincado---aciolefix-julhignpwh.png | https://product-hub-prd.madeiramadeira.com.br/372817326/images/20de900b-c53f-4354-a19c-b161d4d2b1274c881d97b4aa6ec6e462a518e.jpeg
2363,PARAFUSO AUTO BROCANTE 14 X 7/8 CABECA 3/8 * (COSTURA),ACESSORIO/MIUDEZA,MATERIAL DE FIXACAO,P. AUTO BROCANTE,"Parafuso auto brocante de 14mm de comprimento e 7/8 de rosca, com cabeça de 3/8 polegadas, utilizado para aplicações de costura.","Comprimento: 14mm, Diâmetro da rosca: 7/8, Diâmetro da cabeça: 3/8 polegadas",https://produto.mercadolivre.com.br/MLB-1326701942-parafuso-auto-brocante-costura-14-x-78-cabeca-38-100-pecas-_JM,Não encontrado,https://http2.mlstatic.com/D_NQ_NP_993540-MLU73951595573_012024-O.webp | https://http2.mlstatic.com/D_NQ_NP_880125-MLB92960206384_092025-O.webp | https://mavampar.com.br/wp-content/uploads/2025/09/FOTO-SITE-CAROL-11-1.jpg
1608,"PARAFUSO AUTO BROCANTE 4,2 X 13 (FORRO) *",ACESSORIO/MIUDEZA,MATERIAL DE FIXACAO,P. AUTO BROCANTE,"Parafuso auto brocante de 4,2mm de diâmetro e 13mm de comprimento, ideal para fixação em forros.","Diâmetro: 4,2mm, Comprimento: 13mm",https://www.universalparafusos.com.br/loja/fixadores/parafusos/parafuso-auto-brocante-flangeado-phillips-42-x-13-500-pcs/,Não encontrado,https://http2.mlstatic.com/D_NQ_NP_852536-MLU77111062432_062024-O.webp | https://images.tcdn.com.br/img/img_prod/1243088/parafuso_auto_brocante_4_2_x_13mm_forro_933_1_6abf0d3b0986cc15d1264fc6922d08ad.jpg | https://product-hub-prd.madeiramadeira.com.br/389672613/images/eca03c93-3a5a-4160-b04c-056cc59598cfda42x13mmzincobranco150pcs.jpg
10762,"PERFIL U ENRIJ 150 X 60 X 20 X 2,65MM  EMP2",ACESSORIO/MIUDEZA,MATERIAL DE FIXACAO,P. AUTO BROCANTE,"Perfil U de enrijecedor com dimensões 150 x 60 x 20 x 2,65mm.","Dimensões: 150 x 60 x 20 x 2,65mm",https://www.bing.com/aclick?ld=e8kc0CBzadoZloOUfxL_wl9TVUCUwjhSQRjJwYX_O5pTggG5c3TqpFSzzA6RUdsQAoWKBKTmHAAdEcwTIywUFqikJGpETp8PSz0DEGV2vechvxb9YPgioZ_7_kK6RY5Dst-tZ4Hxy7k3bR-LB_1On5ldZv4f4-VBtXn0-RTuf4U9-n8T4-VhnCmEERvWyaU_zYzTlC1zgbiwC8xV6FfDtndl29Gzo&u=aHR0cHMlM2ElMmYlMmZ1cy5taXN1bWktZWMuY29tJTJmdm9uYTIlMmZtZWNoJTJmTTE1MDAwMDAwMDAlMmZNMTUwMTAwMDAwMCUyZiUzZm1zY2xraWQlM2RlODgxMGViNjkwMzkxMmIwNDQ1ZDY0MDBlYzI4NGFmNSUyNnV0bV9zb3VyY2UlM2RiaW5nJTI2dXRtX21lZGl1bSUzZGNwYyUyNnV0bV9jYW1wYWlnbiUzZFZOJTI1MjBTJTI1MjAtJTI1MjBBbHVtaW51bSUyNTIwRXh0cnVzaW9ucyUyNnV0bV90ZXJtJTNkYWx1bWludW0lMjUyMGV4dHJ1c2lvbiUyNTIwcHJvZmlsZXMlMjZ1dG1fY29udGVudCUzZEFsdW1pbnVtJTI1MjBFeHRydXNpb25z&rlid=e8810eb6903912b0445d6400ec284af5,Não encontrado,https://loja.mendesemendesferroeaco.com.br/image/cache/catalog/produtos-integracao/PRD00198-omie___perfil-u-estrutural-150x60x20x2-65-6pol__conv-1000x1000.jpg | https://http2.mlstatic.com/D_NQ_NP_883891-MLB72368180547_102023-O-perfil-de-aco-udc-150-x-60-x-20-x-265-mm-6m-enrijec.webp | https://minasaco.com/wp-content/uploads/2023/02/PERFIL-U-ENRIJECIDO.png
11783,PERFIL U ENRIJ 150 X 60 X 20 X 20 X 3/16 EMP2,ACESSORIO/MIUDEZA,MATERIAL DE FIXACAO,P. AUTO BROCANTE,Perfil U de aço enrijecido com dimensões 150 x 60 x 20 x 20 x 3/16.,Dimensões: 150 x 60 x 20 x 20 x 3/16. Material: Aço enrijecido.,Não encontrado,Não encontrado,https://loja.mendesemendesferroeaco.com.br/image/cache/catalog/produtos-integracao/PRD00198-omie___perfil-u-estrutural-150x60x20x2-65-6pol__conv-1000x1000.jpg | https://www.perfinaco.com.br/1/wp-content/uploads/2018/12/perfil-u-enrijecido-calculo.jpg | https://http2.mlstatic.com/D_NQ_NP_799932-MLB72368190339_102023-O.webp
846,PARAFUSO AUT-ATAR ROSC TP B 2.9 X 13 C. CH,ACESSORIO/MIUDEZA,MATERIAL DE FIXACAO,P. CAB. CHATA,"Parafuso auto-tarugado rosca tipo B, com diâmetro de 2.9mm e comprimento de 13mm, com cabeça chapéu.","Diâmetro: 2.9mm, Comprimento: 13mm, Tipo de rosca: B, Tipo de cabeça: Chapéu",Não encontrado,Não encontrado,https://projetteparafusos.com.br/wp-content/uploads/2022/05/Parafuso_Auto-Atarraxante_Cabeca_Panela_Fendado_2-1-600x600.jpg | https://projetteparafusos.com.br/wp-content/uploads/2021/01/10334273561_10334216096_7616289601_7577898879_Auto20Atarraxante-768x768.png | https://http2.mlstatic.com/D_NQ_NP_845466-MLB91534782476_092025-O.webp
852,PARAFUSO AUT-ATAR ROSC TP B 3.5 X 13 C. CH *,ACESSORIO/MIUDEZA,MATERIAL DE FIXACAO,P. CAB. CHATA,"Parafuso auto-tapante rosca tipo B, com diâmetro 3.5mm e comprimento 13mm, cabeça chapéu.","Diâmetro: 3.5mm, Comprimento: 13mm, Tipo de rosca: B, Tipo de cabeça: Chapéu",Não encontrado,Não encontrado,https://cdn.awsli.com.br/2500x2500/1049/1049859/produto/382497221/3-5-x-13-2-n5gvkl1srh.png | https://cdn.awsli.com.br/2500x2500/1049/1049859/produto/381423678/3-5-x-13-brq5zhced2.png | https://images.tcdn.com.br/img/img_prod/1359496/parafuso_auto_atarraxante_cabeca_chata_fenda_zincado_3_5x13_52109_2_8ec5536ce3fd5a9278f3538c48992836.png
853,PARAFUSO AUT-ATAR ROSC TP B 3.5 X 16 C. CH *,ACESSORIO/MIUDEZA,MATERIAL DE FIXACAO,P. CAB. CHATA,"Parafuso auto-tapante rosca tipo B, com cabeça chata, diâmetro 3.5mm e comprimento 16mm.","Diâmetro: 3.5mm, Comprimento: 16mm, Tipo de rosca: B, Cabeça: Chata",Não encontrado,Não encontrado,https://cdn.awsli.com.br/2500x2500/1049/1049859/produto/382497609/3-5-x-16-2-2k9svweh3o.png | https://telhanorte.vtexassets.com/arquivos/ids/1229866/Parafuso-atarraxante-35-x-16-chata-1780891.jpg?v=637897115576530000 | https://cdn.awsli.com.br/2500x2500/1049/1049859/produto/381425133/3-5-x-16-orwxene8gr.png
854,PARAFUSO AUT-ATAR ROSC TP B 3.5 X 19 C. CH *,ACESSORIO/MIUDEZA,MATERIAL DE FIXACAO,P. CAB. CHATA,"Parafuso auto-tapante rosca tipo B, com diâmetro 3.5mm e comprimento 19mm, cabeça chapéu.","Diâmetro: 3.5mm, Comprimento: 19mm, Tipo de rosca: B, Tipo de cabeça: Chapéu",Não encontrado,Não encontrado,https://down-br.img.susercontent.com/file/br-11134201-22120-d8ywf6sxyclva0 | https://amoedo.vtexassets.com/arquivos/ids/166644/Parafuso-Cch-Auto-Atarrax-35X19mm-Com-20-Pecas-.jpg?v=638210454110070000 | https://cdn.awsli.com.br/2500x2500/1049/1049859/produto/382497863/3-5-x-19-2-cy6w0wj5n0.png
